id	cluster	index_z_score	intrusions	mean_frequency	mean_syllables	mr_freq	mr_ortho	mr_phon	mr_sem	ortho_alg_con	ortho_average_cluster_coeff	ortho_average_degree	ortho_cluster	ortho_coherence	ortho_diameter	ortho_max_betweenness	ortho_radius	ortho_switch	ortho_transitivity	phon_alg_con	phon_cluster	phon_coherence	phon_diameter	phon_radius	phon_switch	phono_average_cluster_coeff	phono_average_degree	phono_max_betweenness	phono_transitivity	raw	repetitions	sem_alg_con	sem_average_cluster_coeff	sem_average_degree	sem_cluster	sem_coherence	sem_diameter	sem_max_betweenness	sem_radius	sem_switch	sem_transitivity	sum_frequency	sum_recip_freq	sum_syllables	switch	task
10	0.0	-4.26482506792	0	13.8781463024	1.14285714286	3.7951488566	0.857142857143	0.571428571429	0.187143863105	0.926574674337	0.0	1.14285714286	0.0	0.346732748202	1.0	0.0666666666667	1.0	13.0	0.0	0.613230065539	0.0769230769231	0.491611591256	1.0	1.0	12.0	0.0	1.5	1.0	0.0	14	0	0.605913742443	0.291666666667	1.5	0.0	0.603182724472	0.982336404904	0.0952380952381	0.946816726037	13.0	0.6	194.294048234	1.01399641763	16	13.0	verbs
10	0.125	-4.08481233408	0	14.5775869724	1.33333333333	3.98714008031	0.666666666667	0.5	0.156238328996	0.663471957849	0.0	1.2	0.5	0.778535255162	1.0	0.166666666667	0.833333333333	5.0	0.0	0.465267182004	0.5	0.593442622951	1.0	1.0	5.0	0.0	1.42857142857	0.133333333333	0.0	9	0	0.315641575776	0.0	1.0	0.285714285714	0.765600845234	0.986627160982	0.0	0.955745556349	6.0	0.0	131.198282751	0.623224012804	12	7.0	verbs
11	0.0	-1.73650208767	0	13.7335076799	2.0	5.21893087215	0.714285714286	0.727272727273	0.200123099976	2.10307888817	0.65	3.8	0.875	0.819477931674	1.0	0.256944444444	0.733333333333	7.0	0.590909090909	0.227571587012	0.5	0.754502680319	1.0	0.833333333333	9.0	0.482142857143	3.83333333333	0.277272727273	0.593406593407	15	0	0.696079854153	0.0	2.0	0.454545454545	0.768838237413	0.976729920059	0.325925925926	0.957420028659	10.0	0.0	206.002615198	1.10532342594	30	14.0	verbs
11	0.25	2.90153441041	0	15.1680151243	1.2	4.27842970412	0.666666666667	0.666666666667	0.25850247624	0.252145958564	0.0	1.0	0.111111111111	0.682619142972	1.0	0.0	1.0	8.0	0.0	0.152436990458	0.428571428571	0.63956043956	1.0	1.0	6.0	0.388888888889	1.66666666667	0.2	0.6	10	0	0.723974217715	0.614814814815	3.77777777778	3.25	0.971422010825	0.953805580123	0.322619047619	0.899348131458	3.0	0.610169491525	151.680151243	0.663761114127	12	7.0	verbs
12	0.0	11.1562836517	0	15.1381434353	1.0	6.03490989017	0.6	0.666666666667	0.238806416884	0.536953406163	0.0	1.0	0.0	0.321121718377	1.0	0.0	1.0	18.0	0.0	0.288106653966	0.0	0.154320987654	1.0	1.0	18.0	0.0	1.4	0.0555555555556	0.0	19	0	0.0	0.484615384615	4.0	0.357142857143	0.722189209	1.0	0.193686868687	1.0	13.0	0.631578947368	287.624725271	1.26838596757	19	18.0	verbs
12	0.0	-inf	0	16.041927662	1.10526315789	8.12706641832	0.666666666667	0.666666666667	0.32569698814	1.19588787515	0.0	1.11111111111	0.117647058824	0.565692994341	1.0	0.0357142857143	1.0	16.0	0.0	0.471923351072	0.0	0.335732277798	1.0	1.0	18.0	0.0	1.0	0.0	0.0	19	0	0.0	0.380555555556	2.33333333333	0.727272727273	0.927424132882	1.0	0.151515151515	1.0	10.0	0.5	304.796625578	1.21028303769	21	18.0	verbs
13	0.0	-5.1261790667	0	14.2105278696	2.0	3.43029904652	0.171428571429	0.181818181818	0.125063847103	1.75395003922	0.0	1.5	2.0	0.831395348837	0.6	0.666666666667	0.571428571429	1.0	0.0	1.60158705072	2.0	0.771428571429	0.636363636364	0.636363636364	1.0	0.0	1.5	0.666666666667	0.0	4	0	0.643714928042	1.0	3.0	3.0	0.863089265213	0.864061746989	0.0	0.820581096366	0.0	1.0	56.8421114786	0.284945301019	8	3.0	verbs
13	0.0	-10.5318748431	0	13.7340790031	1.8	4.16001372999	0.532467532468	0.727272727273	0.133564602913	0.976953668253	0.0	1.0	0.25	0.812644208583	0.818181818182	0.0	0.8	3.0	0.0	0.0	0.25	0.685714285714	1.0	1.0	3.0	0.0	1.0	0.0	0.0	5	0	0.23872241659	0.0	1.0	0.0	0.703661716053	0.957591601549	0.0	0.937898002667	4.0	0.0	68.6703950154	0.368880593735	9	4.0	verbs
14	0.125	-inf	0	11.8979494373	2.66666666667	8.27734322022	0.8	0.615384615385	0.340051716889	0.850100459774	0.8	2.8	0.5	0.814522728548	1.0	0.25	0.789473684211	5.0	0.6	0.813387821306	0.666666666667	0.750112996439	1.0	0.866666666667	5.0	0.238095238095	2.0	0.6	0.3	9	0	0.0	0.466666666667	2.0	0.5	0.660784464336	1.0	0.666666666667	1.0	5.0	0.5	107.081544936	0.802081349206	24	7.0	verbs
14	0.0	-0.612518790099	0	14.8901357255	1.58333333333	4.25477689684	0.714285714286	0.666666666667	0.157485134439	0.736592673033	0.428571428571	2.28571428571	0.0	0.55359420152	1.0	0.633333333333	1.0	11.0	0.461538461538	0.397910009724	0.2	0.530842325656	1.0	1.0	9.0	0.533333333333	2.75	0.690476190476	0.444444444444	12	0	0.584357885111	0.291666666667	2.0	0.333333333333	0.763346347239	0.966341253781	0.571428571429	0.944811543823	8.0	0.333333333333	178.681628706	0.811260617744	19	11.0	verbs
15	0.0	-5.69932152215	0	16.7438592373	1.2	2.30112399993	0.4	0.4	0.164417257797	0.271274765249	0.0	1.0	0.0	0.842342342342	1.0	0.0	0.818181818182	4.0	0.0	0.195930347009	0.0	0.797297297297	1.0	1.0	4.0	0.0	1.0	0.0	0.0	5	0	0.301817995004	0.0	1.0	0.0	0.656233113059	0.959010833199	0.0	0.930829470113	4.0	0.0	83.7192961867	0.299314287321	6	4.0	verbs
15	0.0	-4.64076233689	0	15.1356890471	1.0	4.91252396857	0.5	0.444444444444	0.129778686223	0.450872500126	0.0	2.0	0.0	0.328141072741	1.0	0.0	1.0	8.0	0.0	0.355042444121	0.0	0.334500875657	1.0	1.0	8.0	0.0	1.0	0.0	0.0	9	0	0.761440374725	0.179166666667	2.0	0.8	0.833871579727	0.941072097604	0.809523809524	0.917018759097	4.0	0.2	136.221201424	0.60359300553	9	8.0	verbs
16	0.142857142857	6.0555958731	0	14.3788882625	1.5	5.00726476613	0.769230769231	0.8	0.284228265031	1.49387502291	0.325925925926	2.88888888889	0.230769230769	0.689446167966	1.0	0.535714285714	1.0	12.0	0.441176470588	0.491857455978	0.6	0.515186115551	1.0	1.0	9.0	0.652380952381	3.8	0.157407407407	0.698630136986	16	0	0.671450695013	0.483333333333	2.4	0.454545454545	0.765384628588	0.979480773692	0.0833333333333	0.956289371566	10.0	0.666666666667	230.0622122	1.13115573888	24	13.0	verbs
16	0.0	0.056581055484	0	14.5968268512	2.11111111111	5.00830638913	0.314285714286	0.393939393939	0.250843222371	4.00830085038	0.351851851852	3.55555555556	2.25	0.894558803348	0.6	0.217261904762	0.538461538462	3.0	0.5	3.60874618484	0.285714285714	0.735500318674	0.666666666667	0.6	6.0	0.689947089947	4.88888888889	0.181547619048	0.619565217391	9	0	0.787245783255	0.933333333333	3.33333333333	0.8	0.788323714907	0.937112377322	0.0535714285714	0.900314808166	4.0	0.857142857143	131.371441661	0.621840422728	19	8.0	verbs
17	0.0	1.19512705719	0	15.3454824739	1.28571428571	2.48210552995	0.571428571429	0.444444444444	0.128565299914	0.265333326625	0.0	1.0	0.0	0.595952818195	1.0	0.0	1.0	6.0	0.0	0.200107838971	0.166666666667	0.750907441016	1.0	1.0	5.0	0.0	1.0	0.0	0.0	7	0	0.369797867364	0.0	1.33333333333	0.4	0.808860873282	0.961259032689	1.0	0.946513565034	4.0	0.0	107.418377318	0.457964252486	9	6.0	verbs
17	0.0	-3.13858490231	0	14.6033191259	1.75	3.79465368295	0.285714285714	0.333333333333	0.166707223965	0.177204212626	0.0	2.0	0.0	0.919540229885	1.0	0.0	0.846153846154	3.0	0.0	0.0	0.0	0.755244755245	1.0	1.0	3.0	0.0	2.0	0.0	0.0	4	0	0.291541893089	1.0	2.0	1.0	0.849312360048	0.952977103869	0.0	0.906048076766	1.0	1.0	58.4132765035	0.277757414643	7	3.0	verbs
18	0.0	-2.89841104285	0	14.6885606358	1.0	4.78075604761	0.75	0.666666666667	0.295088653007	0.923680470593	0.0	1.0	0.0	0.20479865341	1.0	0.0	1.0	13.0	0.0	0.183347925313	0.0	0.219471947195	1.0	1.0	13.0	0.0	1.25	0.0952380952381	0.0	14	0	0.794881502726	0.346666666667	2.6	0.0769230769231	0.595875719948	0.963698215495	0.671296296296	0.917741625249	12.0	0.290322580645	205.639848901	0.963850246052	14	13.0	verbs
18	0.0	-2.23754087127	0	14.2810315153	1.5	4.70430317012	0.615384615385	0.6	0.210052589262	0.906751101205	0.0	2.28571428571	0.555555555556	0.756873907691	1.0	0.5	1.0	8.0	0.0	0.222328915877	0.333333333333	0.785464760327	1.0	1.0	8.0	0.0	1.71428571429	0.733333333333	0.0	12	0	0.782107146921	0.222222222222	2.66666666667	0.5	0.737495765926	0.965810707661	0.428571428571	0.913595518424	7.0	0.346153846154	171.372378184	0.849342378313	18	11.0	verbs
19	0.0833333333333	-2.96474851718	0	14.2640784074	1.0	4.8885348682	0.8	0.75	0.159583946434	1.25766973883	1.0	2.0	0.0	0.634844868735	1.0	0.0	1.0	12.0	1.0	0.750794352492	0.3	0.682448979592	1.0	1.0	9.0	0.638888888889	3.0	0.4	0.681818181818	13	0	0.577742261647	0.445833333333	2.75	0.3	0.753269517684	0.979444160971	0.47619047619	0.946476113049	9.0	0.555555555556	185.433019296	0.921694817268	13	11.0	verbs
19	0.0	-6.40562542567	0	13.0025432382	1.23076923077	7.22325892606	0.666666666667	0.545454545455	0.489154821401	1.33885505578	0.0	1.0	0.0	0.43511739252	1.0	0.0	0.818181818182	12.0	0.0	0.0	0.0	0.253186968839	1.0	1.0	12.0	0.0	1.14285714286	0.0666666666667	0.0	13	0	0.739985137179	0.759523809524	5.4	0.857142857143	0.672093946775	0.980131683082	0.222222222222	0.92176467384	6.0	0.8125	169.033062097	1.02820656382	16	12.0	verbs
1	0.0769230769231	2.47674941628	0	14.8108355599	2.07142857143	5.63687706093	0.41628959276	0.492307692308	0.185421528853	6.28542803734	0.391156462585	4.57142857143	0.875	0.826495726496	0.647058823529	0.152564102564	0.538461538462	7.0	0.384	5.31490311967	6.5	0.864850885995	0.692307692308	0.6	1.0	0.644155844156	5.57142857143	0.212179487179	0.525641025641	14	0	0.771627031431	0.592592592593	3.33333333333	0.6	0.806539641349	0.96573949179	0.369047619048	0.936656703621	9.0	0.585365853659	207.351697839	0.95970301066	29	12.0	verbs
1	0.3	inf	0	14.6097819256	1.23076923077	4.33268907499	0.75	0.666666666667	0.210606532431	0.843493639843	0.0	1.2	0.0833333333333	0.616007532957	1.0	0.166666666667	1.0	11.0	0.0	0.228365185436	0.3	0.6188054899	1.0	1.0	9.0	0.0	1.33333333333	0.2	0.0	13	0	0.495143989006	0.324242424242	2.54545454545	0.444444444444	0.728546646285	0.984712970087	0.644444444444	0.950248078025	8.0	0.4	189.927165032	0.898442455689	16	9.0	verbs
1	0.0	-12.7283094225	0	15.6443675039	1.14285714286	4.59909008025	0.727272727273	0.666666666667	0.0926425443994	0.511106696375	0.0	1.0	0.0	0.356857134515	1.0	0.0	1.0	6.0	0.0	0.188339648127	0.0	0.252964426877	1.0	1.0	6.0	0.0	1.0	0.0	0.0	7	0	0.0	0.0	0.0	0.0	0.507827068924	1.0	0.0	1.0	6.0	0.0	109.510572527	0.45084852253	8	6.0	verbs
20	0.0	12.1549470134	0	15.1073380814	1.0	4.10091566531	0.888888888889	0.666666666667	0.194581327748	1.61389053088	0.0	1.4	0.0	0.367689483346	1.0	0.0833333333333	1.0	19.0	0.0	0.772907251998	0.0526315789474	0.335140018067	1.0	1.0	18.0	0.119047619048	1.57142857143	0.0384615384615	0.3	20	0	0.761666620141	0.141666666667	2.16666666667	0.176470588235	0.698312244052	0.986162060294	0.321212121212	0.944525125883	16.0	0.222222222222	302.146761629	1.33340965785	20	19.0	verbs
21	0.0	-14.5587360368	0	15.0231995653	1.66666666667	2.28749332137	0.666666666667	0.666666666667	0.354163461748	0.567142546374	0.277777777778	2.0	0.125	0.798455712389	1.0	0.6	0.833333333333	7.0	0.375	0.363143385741	0.8	0.73262366938	1.0	1.0	4.0	0.333333333333	2.28571428571	0.6	0.428571428571	9	0	0.563684806871	0.766666666667	3.66666666667	1.25	0.717700547549	0.951035599693	0.4	0.912290198917	3.0	0.882352941176	135.208796087	0.600648003831	15	8.0	verbs
21	0.0	-0.719101209403	0	14.9835866238	2.0	0.0	0.0	0.0	0.0	1.06666666667	0.0	1.0	1.0	1.0	0.466666666667	0.0	0.466666666667	0.0	0.0	0.8	0.0	1.0	0.6	0.6	1.0	0.0	1.0	0.0	0.0	2	0	0.278775146334	0.0	1.0	1.0	1.0	0.860612426833	0.0	0.860612426833	0.0	0.0	29.9671732476	0.133915245218	4	1.0	verbs
22	0.0	-1.98477897445	0	15.1896695281	1.7	3.53279777425	0.615384615385	0.6	0.160504634915	0.63025994013	0.0	1.6	0.428571428571	0.680316916803	1.0	0.666666666667	0.833333333333	6.0	0.0	0.804458626047	0.428571428571	0.758815591324	1.0	0.777777777778	6.0	0.0	1.66666666667	0.8	0.0	10	0	0.532076743329	0.583333333333	2.0	0.0	0.625909302964	0.972263412274	0.666666666667	0.935096915763	9.0	0.6	151.896695281	0.661442426947	17	9.0	verbs
23	0.2	-0.773739814257	0	13.754651145	1.16666666667	7.1138461362	0.571428571429	0.5	0.116923989376	0.265806607309	0.0	1.0	0.2	0.828230251072	1.0	0.0	1.0	4.0	0.0	0.0	0.5	0.875	1.0	1.0	3.0	0.0	1.33333333333	1.0	0.0	6	0	0.165542998195	0.0	1.0	0.2	0.818758735058	0.982831203821	0.0	0.964679521029	4.0	0.0	82.5279068702	0.45096918399	7	4.0	verbs
24	0.0	-4.53207692912	0	14.9844468463	1.0	3.56445156765	0.5	0.571428571429	0.121262452614	0.215437788423	0.0	1.5	0.0	0.347043701799	1.0	0.0	1.0	5.0	0.0	0.0950404700194	0.0	0.302013422819	1.0	1.0	5.0	0.0	1.0	0.0	0.0	6	0	0.453385203597	0.0	1.5	1.0	0.935789055445	0.935296510063	1.0	0.926172936342	2.0	0.0	89.9066810781	0.403358776232	6	5.0	verbs
25	0.0	-inf	0	15.5824215114	1.30769230769	3.68991293863	0.666666666667	0.75	0.162707884436	1.19491961234	0.0	1.42857142857	0.0	0.594628751975	1.0	0.2	1.0	12.0	0.0	0.595404621291	0.0	0.424980549405	1.0	1.0	12.0	0.504761904762	2.28571428571	0.733333333333	0.375	13	0	0.746057926963	0.238095238095	2.0	0.3	0.751271433872	0.969700083733	0.6	0.941116148909	9.0	0.333333333333	202.571479648	0.837234805684	17	12.0	verbs
26	0	None	0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0	verbs
27	0.0	-4.01666228351	0	16.1745181026	1.16666666667	2.04531776622	0.444444444444	0.444444444444	0.136533818633	0.931678759156	0.0	1.0	0.0	0.535585477278	1.0	0.0	0.8	5.0	0.0	0.100510100848	0.2	0.269879518072	1.0	1.0	4.0	0.0	1.0	0.0	0.0	6	0	0.303196290123	0.0	1.0	0.2	0.708251255204	0.967714362927	0.0	0.951872114228	4.0	0.0	97.0471086154	0.371634604694	7	5.0	verbs
28	0.0	-3.7708254865	0	16.0001876817	1.45454545455	4.60895796392	0.5	0.666666666667	0.18028083582	0.893266570707	0.0	1.75	0.0	0.411527187484	1.0	0.0	0.866666666667	10.0	0.0	0.412414569367	0.0	0.386611072504	1.0	1.0	10.0	0.0	1.0	0.0	0.0	11	0	0.387771438229	0.270833333333	1.75	0.571428571429	0.778770708082	0.98695059733	0.380952380952	0.939992234428	6.0	0.333333333333	176.002064499	0.691571158509	16	10.0	verbs
29	0.0	-inf	0	15.1948812669	1.3	3.02463616065	0.75	0.666666666667	0.186312717135	0.863176857241	0.0	1.0	0.0	0.445209012504	1.0	0.0	0.777777777778	9.0	0.0	0.299200094575	0.0	0.237211916807	1.0	1.0	9.0	0.0	1.2	0.166666666667	0.0	10	0	0.355668604947	0.658333333333	3.75	2.25	0.771574609421	0.989696929698	0.198412698413	0.938056735727	3.0	0.6	151.948812669	0.662278388297	13	9.0	verbs
2	0.0	-2.64183532869	0	14.4288126901	2.0	2.8551046314	0.225	0.181818181818	0.161149703774	2.11410753417	1.0	2.0	0.25	0.873245663053	0.6	0.0	0.529411764706	3.0	1.0	1.94250416519	1.33333333333	0.876651982379	0.636363636364	0.6	2.0	0.0	1.6	0.833333333333	0.0	5	0	0.370893147689	0.0	1.0	0.666666666667	0.856952481485	0.941467666711	0.0	0.902388632475	2.0	0.0	72.1440634507	0.349514070227	10	4.0	verbs
2	0.0	-1.94454364826	0	15.3512577958	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	1	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	15.3512577958	0.06514124206	2	0.0	verbs
2	0	None	0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0	verbs
30	0.1	-3.63153789087	0	15.0325794414	1.09090909091	4.37335321685	0.75	0.666666666667	0.167373666128	0.638923285562	0.0	1.0	0.1	0.756313131313	1.0	0.0	1.0	9.0	0.0	0.453932199706	0.1	0.766051011434	1.0	1.0	9.0	0.0	1.0	0.0	0.0	11	0	0.673858750828	0.166666666667	1.77777777778	0.222222222222	0.736614407672	0.975709781432	0.392857142857	0.916565163534	8.0	0.272727272727	165.358373856	0.73828753311	12	9.0	verbs
31	0.153846153846	-2.20164936641	0	13.7802802742	2.0	8.02960880996	0.457142857143	0.492307692308	0.316978904131	7.20075223207	0.603992303992	7.86666666667	3.16666666667	0.836877483931	0.6	0.0809785452643	0.571428571429	5.0	0.61662817552	6.09018902571	3.16666666667	0.767790639155	0.692307692308	0.636363636364	5.0	0.616512746513	7.33333333333	0.0932234432234	0.612732095491	15	0	0.316363718451	0.747186147186	4.72727272727	1.14285714286	0.863379376574	0.993610305593	0.322222222222	0.950922207615	6.0	0.610619469027	206.704204112	1.1187220575	30	12.0	verbs
32	0.0	2.41767892888	0	16.245820158	1.16666666667	4.12596288369	0.75	0.4	0.165322923224	0.541575873553	0.0	1.0	0.0	0.420004272135	1.0	0.0	1.0	11.0	0.0	0.0	0.0	0.24273630011	1.0	1.0	11.0	0.0	2.28571428571	0.0	0.0	12	0	0.528737738488	0.333333333333	2.28571428571	0.0909090909091	0.697915065279	0.97752999611	0.533333333333	0.959010833199	10.0	0.428571428571	194.949841895	0.743464242469	14	11.0	verbs
33	0.0769230769231	-4.46091270632	0	15.2211413673	1.14285714286	4.36054016211	0.75	0.666666666667	0.333402080612	0.628588510211	0.0	1.0	0.0769230769231	0.496687032097	1.0	0.0	1.0	12.0	0.0	0.709576698556	0.166666666667	0.414190687361	1.0	1.0	11.0	0.0	1.16666666667	0.0181818181818	0.0	14	0	0.744421741175	0.363888888889	3.0	0.666666666667	0.7930420539	0.978036599187	0.418181818182	0.941950034253	8.0	0.461538461538	213.095979142	0.924364098381	16	12.0	verbs
34	0.0	-1.46898762086	0	14.9891009502	1.06666666667	6.23744296572	0.571428571429	0.666666666667	0.245348138828	1.06819621254	0.0	1.0	0.0	0.456201822004	1.0	0.0	1.0	14.0	0.0	0.506435426225	0.0	0.386323787259	1.0	1.0	14.0	0.238095238095	2.0	0.533333333333	0.333333333333	15	0	0.614649126482	0.396296296296	2.44444444444	0.25	0.770849078817	0.981096087157	0.232142857143	0.939013494959	11.0	0.576923076923	224.836514254	1.01500691044	16	14.0	verbs
35	0.0	inf	0	15.029919813	1.125	6.27239130923	0.666666666667	0.666666666667	0.169867853825	1.38302437591	0.0	1.25	0.0	0.552727060608	1.0	0.047619047619	1.0	15.0	0.0	0.0	0.0666666666667	0.454737138038	1.0	1.0	14.0	0.3	1.4	0.0277777777778	0.75	16	0	0.539572394093	0.0	1.25	0.142857142857	0.765071606606	0.978723973167	0.0952380952381	0.95791801684	13.0	0.0	240.478717009	1.08091635942	18	15.0	verbs
36	0.0	-1.8227000844	0	15.0187040159	1.07142857143	4.69096145092	0.75	0.75	0.19781976453	0.800429571703	0.0	1.14285714286	0.0769230769231	0.375971731449	1.0	0.0666666666667	1.0	12.0	0.0	0.503659047169	0.0769230769231	0.227975270479	1.0	1.0	12.0	0.4	2.0	0.0555555555556	0.857142857143	14	0	0.675042415797	0.593333333333	3.6	0.555555555556	0.713849253879	0.973714548445	0.425925925926	0.944499289545	8.0	0.457627118644	210.261856223	0.941357564641	15	13.0	verbs
